Complaint ID,Complaint Type,Complaint Text,Complaint Status,Complaint Resolution Time,Student ID,Student Program,Student Year,Faculty ID,Faculty Department,Predicted Complaint Type,Predicted Priority,Duplicate Flag,SLA Risk Score,Recommended Action,Anomaly Flag,Explanation
371,Missing Grade,My grade for Course Y is missing in the portal.,Pending,0,STD13801,Electrical Engineering,4th,FAC90210,Computer Science,,,False,0.0,,False,
372,Absentee Error,I was marked absent for Exam despite attending.,Resolved,2,STD39586,Mechanical Engineering,2nd,FAC53610,Mechanical Engineering,,,False,0.0,,False,
373,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD25829,Computer Science,2nd,FAC27319,Business,,,False,0.0,,False,
374,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,6,STD69696,Electrical Engineering,3rd,FAC34313,Computer Science,,,False,0.0,,False,
375,Incorrect Calculation,There appears to be a calculation error in my CGPA.,In Progress,4,STD33079,Business,1st,FAC56262,Electrical Engineering,,,False,0.0,,False,
376,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD66060,Computer Science,4th,FAC10018,Computer Science,,,False,0.0,,False,
377,Absentee Error,I was marked absent for Exam despite attending.,Resolved,1,STD31987,Business,4th,FAC47724,Business,,,False,0.0,,False,
378,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,12,STD96600,Computer Science,4th,FAC70656,Computer Science,,,False,0.0,,False,
379,Missing Grade,My grade for Course X is missing in the portal.,Resolved,7,STD96345,Business,1st,FAC81614,Computer Science,,,False,0.0,,False,
380,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD46846,Computer Science,1st,FAC75064,Business,,,False,0.0,,False,
381,Absentee Error,I was marked absent for Exam despite attending.,In Progress,4,STD97043,Electrical Engineering,1st,FAC40700,Computer Science,,,False,0.0,,False,
382,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,7,STD92383,Mechanical Engineering,3rd,FAC37449,Mechanical Engineering,,,False,0.0,,False,
383,Absentee Error,I was marked absent for Lab despite attending.,Resolved,3,STD18939,Computer Science,3rd,FAC71285,Business,,,False,0.0,,False,
384,Marks Mismatch,My midterm marks seem incorrect in Math.,Pending,0,STD59597,Mechanical Engineering,4th,FAC26771,Business,,,False,0.0,,False,
385,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,9,STD98586,Electrical Engineering,1st,FAC23434,Computer Science,,,False,0.0,,False,
386,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,4,STD90147,Computer Science,2nd,FAC42645,Business,,,False,0.0,,False,
387,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,10,STD87723,Computer Science,1st,FAC70888,Electrical Engineering,,,False,0.0,,False,
388,Missing Grade,My grade for Course Y is missing in the portal.,In Progress,4,STD96379,Business,4th,FAC67930,Electrical Engineering,,,False,0.0,,False,
389,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,4,STD44343,Mechanical Engineering,4th,FAC75785,Electrical Engineering,,,False,0.0,,False,
390,Absentee Error,I was marked absent for Exam despite attending.,In Progress,5,STD64540,Electrical Engineering,3rd,FAC47457,Electrical Engineering,,,False,0.0,,False,
391,Missing Grade,My grade for Course X is missing in the portal.,Resolved,12,STD26680,Computer Science,1st,FAC90229,Electrical Engineering,,,False,0.0,,False,
392,Absentee Error,I was marked absent for Lab despite attending.,In Progress,3,STD69852,Computer Science,2nd,FAC94687,Business,,,False,0.0,,False,
393,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD28356,Computer Science,4th,FAC53602,Computer Science,,,False,0.0,,False,
394,Incorrect Calculation,There appears to be a calculation error in my GPA.,In Progress,6,STD84083,Electrical Engineering,2nd,FAC58178,Mechanical Engineering,,,False,0.0,,False,
395,Absentee Error,I was marked absent for Lab despite attending.,Resolved,9,STD45766,Mechanical Engineering,2nd,FAC34527,Mechanical Engineering,,,False,0.0,,False,
396,Absentee Error,I was marked absent for Lab despite attending.,Resolved,12,STD94733,Computer Science,2nd,FAC79794,Electrical Engineering,,,False,0.0,,False,
397,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,1,STD14355,Electrical Engineering,2nd,FAC22745,Mechanical Engineering,,,False,0.0,,False,
398,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,13,STD22322,Computer Science,4th,FAC24276,Business,,,False,0.0,,False,
399,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD92343,Mechanical Engineering,4th,FAC42573,Business,,,False,0.0,,False,
400,Incorrect Calculation,There appears to be a calculation error in my GPA.,In Progress,5,STD65873,Electrical Engineering,4th,FAC33839,Mechanical Engineering,,,False,0.0,,False,
401,Absentee Error,I was marked absent for Exam despite attending.,Resolved,13,STD83630,Computer Science,2nd,FAC22792,Business,,,False,0.0,,False,
402,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,9,STD49249,Mechanical Engineering,3rd,FAC56313,Computer Science,,,False,0.0,,False,
403,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD99570,Electrical Engineering,2nd,FAC12657,Mechanical Engineering,,,False,0.0,,False,
404,Absentee Error,I was marked absent for Lab despite attending.,Resolved,13,STD84620,Mechanical Engineering,1st,FAC81486,Electrical Engineering,,,False,0.0,,False,
405,Marks Mismatch,My midterm marks seem incorrect in Math.,Pending,0,STD64532,Business,1st,FAC41086,Computer Science,,,False,0.0,,False,
406,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,6,STD49161,Electrical Engineering,1st,FAC55417,Business,,,False,0.0,,False,
407,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,2,STD32680,Mechanical Engineering,2nd,FAC76372,Mechanical Engineering,,,False,0.0,,False,
408,Marks Mismatch,My quiz marks seem incorrect in Physics.,In Progress,3,STD54023,Electrical Engineering,3rd,FAC88041,Electrical Engineering,,,False,0.0,,False,
409,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,13,STD82250,Computer Science,2nd,FAC98755,Business,,,False,0.0,,False,
410,Marks Mismatch,My final marks seem incorrect in Chemistry.,In Progress,5,STD18933,Business,2nd,FAC49226,Electrical Engineering,,,False,0.0,,False,
411,Absentee Error,I was marked absent for Exam despite attending.,Resolved,8,STD11979,Computer Science,4th,FAC68609,Electrical Engineering,,,False,0.0,,False,
412,Missing Grade,My grade for Course Y is missing in the portal.,In Progress,3,STD56783,Computer Science,3rd,FAC27899,Computer Science,,,False,0.0,,False,
413,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,11,STD70458,Mechanical Engineering,1st,FAC23058,Business,,,False,0.0,,False,
414,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,5,STD67270,Computer Science,2nd,FAC15819,Computer Science,,,False,0.0,,False,
415,Absentee Error,I was marked absent for Lab despite attending.,In Progress,5,STD45269,Electrical Engineering,2nd,FAC63881,Computer Science,,,False,0.0,,False,
416,Marks Mismatch,My midterm marks seem incorrect in Math.,Pending,0,STD15050,Electrical Engineering,3rd,FAC55432,Business,,,False,0.0,,False,
417,Marks Mismatch,My final marks seem incorrect in Chemistry.,In Progress,4,STD10287,Mechanical Engineering,2nd,FAC89620,Mechanical Engineering,,,False,0.0,,False,
418,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,11,STD84965,Computer Science,3rd,FAC69316,Computer Science,,,False,0.0,,False,
419,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD60840,Mechanical Engineering,4th,FAC12783,Electrical Engineering,,,False,0.0,,False,
420,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD32688,Computer Science,4th,FAC26959,Mechanical Engineering,,,False,0.0,,False,
421,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD91312,Computer Science,2nd,FAC63409,Computer Science,,,False,0.0,,False,
422,Incorrect Calculation,There appears to be a calculation error in my CGPA.,In Progress,3,STD81163,Computer Science,2nd,FAC57038,Business,,,False,0.0,,False,
423,Incorrect Calculation,There appears to be a calculation error in my CGPA.,In Progress,3,STD58252,Computer Science,4th,FAC31205,Mechanical Engineering,,,False,0.0,,False,
424,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD14280,Computer Science,2nd,FAC48600,Business,,,False,0.0,,False,
425,Missing Grade,My grade for Course Y is missing in the portal.,Pending,0,STD18873,Computer Science,1st,FAC49529,Computer Science,,,False,0.0,,False,
426,Missing Grade,My grade for Course Y is missing in the portal.,In Progress,3,STD71822,Electrical Engineering,4th,FAC26630,Mechanical Engineering,,,False,0.0,,False,
427,Marks Mismatch,My quiz marks seem incorrect in Math.,Pending,0,STD29280,Electrical Engineering,1st,FAC57139,Mechanical Engineering,,,False,0.0,,False,
428,Missing Grade,My grade for Course Y is missing in the portal.,Pending,0,STD58420,Electrical Engineering,1st,FAC82617,Business,,,False,0.0,,False,
429,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,6,STD64655,Computer Science,2nd,FAC99283,Business,,,False,0.0,,False,
430,Absentee Error,I was marked absent for Lab despite attending.,Resolved,4,STD94719,Mechanical Engineering,3rd,FAC21872,Business,,,False,0.0,,False,
431,Marks Mismatch,My quiz marks seem incorrect in Math.,In Progress,6,STD59529,Mechanical Engineering,3rd,FAC38483,Electrical Engineering,,,False,0.0,,False,
432,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD34119,Business,4th,FAC99494,Mechanical Engineering,,,False,0.0,,False,
433,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,9,STD51537,Mechanical Engineering,2nd,FAC85837,Computer Science,,,False,0.0,,False,
434,Marks Mismatch,My midterm marks seem incorrect in Math.,Pending,0,STD83187,Computer Science,1st,FAC44209,Computer Science,,,False,0.0,,False,
435,Absentee Error,I was marked absent for Exam despite attending.,Resolved,4,STD38306,Electrical Engineering,1st,FAC75197,Electrical Engineering,,,False,0.0,,False,
436,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Pending,0,STD61481,Electrical Engineering,2nd,FAC94595,Business,,,False,0.0,,False,
437,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,8,STD95030,Computer Science,2nd,FAC82203,Electrical Engineering,,,False,0.0,,False,
438,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,12,STD83713,Computer Science,1st,FAC29667,Electrical Engineering,,,False,0.0,,False,
439,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,4,STD72730,Electrical Engineering,3rd,FAC11490,Business,,,False,0.0,,False,
440,Marks Mismatch,My final marks seem incorrect in Chemistry.,Pending,0,STD53591,Computer Science,1st,FAC59872,Computer Science,,,False,0.0,,False,
441,Missing Grade,My grade for Course X is missing in the portal.,Resolved,8,STD47109,Mechanical Engineering,4th,FAC76924,Electrical Engineering,,,False,0.0,,False,
442,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD58360,Computer Science,2nd,FAC13438,Mechanical Engineering,,,False,0.0,,False,
443,Absentee Error,I was marked absent for Lab despite attending.,Resolved,1,STD95405,Computer Science,2nd,FAC77269,Mechanical Engineering,,,False,0.0,,False,
444,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Pending,0,STD51044,Computer Science,1st,FAC61048,Computer Science,,,False,0.0,,False,
445,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD62155,Mechanical Engineering,1st,FAC63364,Business,,,False,0.0,,False,
446,Marks Mismatch,My final marks seem incorrect in Physics.,Pending,0,STD84135,Mechanical Engineering,2nd,FAC42209,Computer Science,,,False,0.0,,False,
447,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,6,STD76657,Electrical Engineering,3rd,FAC29308,Mechanical Engineering,,,False,0.0,,False,
448,Marks Mismatch,My quiz marks seem incorrect in Physics.,Pending,0,STD63123,Electrical Engineering,3rd,FAC76781,Electrical Engineering,,,False,0.0,,False,
449,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD57350,Computer Science,2nd,FAC77898,Business,,,False,0.0,,False,
450,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD82552,Electrical Engineering,2nd,FAC81206,Business,,,False,0.0,,False,
451,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,7,STD77756,Electrical Engineering,2nd,FAC29905,Electrical Engineering,,,False,0.0,,False,
452,Marks Mismatch,My final marks seem incorrect in Math.,Pending,0,STD34469,Business,2nd,FAC14769,Mechanical Engineering,,,False,0.0,,False,
453,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD80054,Mechanical Engineering,4th,FAC19930,Computer Science,,,False,0.0,,False,
454,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD50347,Computer Science,3rd,FAC62033,Computer Science,,,False,0.0,,False,
455,Incorrect Calculation,There appears to be a calculation error in my GPA.,Pending,0,STD99337,Electrical Engineering,1st,FAC51712,Business,,,False,0.0,,False,
456,Absentee Error,I was marked absent for Lab despite attending.,Resolved,11,STD86739,Computer Science,3rd,FAC28047,Business,,,False,0.0,,False,
457,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Pending,0,STD74483,Business,2nd,FAC35522,Mechanical Engineering,,,False,0.0,,False,
458,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,2,STD55732,Computer Science,2nd,FAC97884,Mechanical Engineering,,,False,0.0,,False,
459,Absentee Error,I was marked absent for Lab despite attending.,In Progress,6,STD99602,Mechanical Engineering,2nd,FAC51715,Business,,,False,0.0,,False,
460,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,10,STD82053,Computer Science,1st,FAC37086,Business,,,False,0.0,,False,
461,Marks Mismatch,My midterm marks seem incorrect in Math.,Pending,0,STD36696,Electrical Engineering,4th,FAC40877,Electrical Engineering,,,False,0.0,,False,
462,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD46470,Computer Science,1st,FAC56867,Electrical Engineering,,,False,0.0,,False,
463,Absentee Error,I was marked absent for Exam despite attending.,Resolved,7,STD85146,Electrical Engineering,3rd,FAC79708,Business,,,False,0.0,,False,
464,Absentee Error,I was marked absent for Lab despite attending.,Resolved,4,STD36249,Mechanical Engineering,3rd,FAC83835,Business,,,False,0.0,,False,
465,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD86795,Electrical Engineering,3rd,FAC23755,Computer Science,,,False,0.0,,False,
466,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,In Progress,4,STD94685,Electrical Engineering,1st,FAC47682,Computer Science,,,False,0.0,,False,
467,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD46974,Computer Science,2nd,FAC83355,Business,,,False,0.0,,False,
468,Absentee Error,I was marked absent for Exam despite attending.,Resolved,5,STD43161,Electrical Engineering,1st,FAC19178,Business,,,False,0.0,,False,
469,Absentee Error,I was marked absent for Exam despite attending.,In Progress,3,STD26762,Electrical Engineering,2nd,FAC46013,Business,,,False,0.0,,False,
470,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,5,STD56765,Mechanical Engineering,2nd,FAC89539,Computer Science,,,False,0.0,,False,
471,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,1,STD82953,Electrical Engineering,4th,FAC39296,Mechanical Engineering,,,False,0.0,,False,
472,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD21089,Mechanical Engineering,3rd,FAC17727,Electrical Engineering,,,False,0.0,,False,
473,Missing Grade,My grade for Course X is missing in the portal.,Resolved,6,STD52646,Electrical Engineering,4th,FAC57149,Mechanical Engineering,,,False,0.0,,False,
474,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD15850,Computer Science,3rd,FAC89765,Mechanical Engineering,,,False,0.0,,False,
475,Absentee Error,I was marked absent for Lab despite attending.,In Progress,5,STD30227,Electrical Engineering,3rd,FAC73484,Mechanical Engineering,,,False,0.0,,False,
476,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,7,STD99936,Computer Science,3rd,FAC52089,Mechanical Engineering,,,False,0.0,,False,
477,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD90666,Mechanical Engineering,1st,FAC61984,Electrical Engineering,,,False,0.0,,False,
478,Missing Grade,My grade for Course Y is missing in the portal.,Pending,0,STD99348,Electrical Engineering,4th,FAC13557,Business,,,False,0.0,,False,
479,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,10,STD44640,Business,1st,FAC36253,Mechanical Engineering,,,False,0.0,,False,
480,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,10,STD80099,Computer Science,1st,FAC43788,Computer Science,,,False,0.0,,False,
481,Marks Mismatch,My quiz marks seem incorrect in Math.,In Progress,6,STD19560,Business,4th,FAC67527,Computer Science,,,False,0.0,,False,
482,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,7,STD80561,Computer Science,2nd,FAC29311,Electrical Engineering,,,False,0.0,,False,
483,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD91082,Electrical Engineering,2nd,FAC80193,Computer Science,,,False,0.0,,False,
484,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,In Progress,3,STD48971,Electrical Engineering,4th,FAC63750,Computer Science,,,False,0.0,,False,
485,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Pending,0,STD53621,Mechanical Engineering,4th,FAC59478,Electrical Engineering,,,False,0.0,,False,
486,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,10,STD91282,Business,4th,FAC77703,Electrical Engineering,,,False,0.0,,False,
487,Absentee Error,I was marked absent for Exam despite attending.,Resolved,9,STD31660,Mechanical Engineering,3rd,FAC97551,Mechanical Engineering,,,False,0.0,,False,
488,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,12,STD65057,Computer Science,2nd,FAC96421,Computer Science,,,False,0.0,,False,
489,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,13,STD10822,Computer Science,2nd,FAC62878,Business,,,False,0.0,,False,
490,Absentee Error,I was marked absent for Lab despite attending.,Resolved,7,STD38925,Electrical Engineering,3rd,FAC97428,Business,,,False,0.0,,False,
491,Incorrect Calculation,There appears to be a calculation error in my GPA.,In Progress,6,STD97023,Electrical Engineering,1st,FAC66507,Electrical Engineering,,,False,0.0,,False,
492,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,7,STD16980,Business,4th,FAC41879,Business,,,False,0.0,,False,
493,Marks Mismatch,My midterm marks seem incorrect in Physics.,Pending,0,STD87126,Computer Science,2nd,FAC63396,Electrical Engineering,,,False,0.0,,False,
494,Incorrect Calculation,There appears to be a calculation error in my GPA.,Pending,0,STD72410,Business,1st,FAC66459,Computer Science,,,False,0.0,,False,
495,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,7,STD80169,Computer Science,3rd,FAC41864,Computer Science,,,False,0.0,,False,
496,Missing Grade,My grade for Course Y is missing in the portal.,Pending,0,STD12337,Computer Science,3rd,FAC87054,Electrical Engineering,,,False,0.0,,False,
497,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Pending,0,STD45150,Business,2nd,FAC64618,Business,,,False,0.0,,False,
498,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,10,STD63213,Computer Science,3rd,FAC80618,Mechanical Engineering,,,False,0.0,,False,
499,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,2,STD56060,Electrical Engineering,3rd,FAC47754,Mechanical Engineering,,,False,0.0,,False,
500,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,6,STD10244,Mechanical Engineering,3rd,FAC87712,Electrical Engineering,,,False,0.0,,False,
501,Absentee Error,I was marked absent for Lab despite attending.,Resolved,10,STD65704,Computer Science,2nd,FAC76167,Business,,,False,0.0,,False,
502,Absentee Error,I was marked absent for Lab despite attending.,Resolved,7,STD65593,Electrical Engineering,1st,FAC73634,Mechanical Engineering,,,False,0.0,,False,
503,Marks Mismatch,My final marks seem incorrect in Chemistry.,In Progress,6,STD40192,Computer Science,3rd,FAC42131,Mechanical Engineering,,,False,0.0,,False,
504,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,1,STD65668,Mechanical Engineering,3rd,FAC17995,Computer Science,,,False,0.0,,False,
505,Absentee Error,I was marked absent for Lab despite attending.,Resolved,7,STD19716,Computer Science,2nd,FAC67606,Business,,,False,0.0,,False,
506,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,12,STD13493,Computer Science,3rd,FAC21563,Mechanical Engineering,,,False,0.0,,False,
507,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,7,STD67432,Electrical Engineering,2nd,FAC14739,Electrical Engineering,,,False,0.0,,False,
508,Marks Mismatch,My quiz marks seem incorrect in Math.,Pending,0,STD37155,Computer Science,3rd,FAC38137,Mechanical Engineering,,,False,0.0,,False,
509,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD23840,Business,2nd,FAC86394,Mechanical Engineering,,,False,0.0,,False,
510,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,1,STD65404,Electrical Engineering,1st,FAC19191,Mechanical Engineering,,,False,0.0,,False,
511,Marks Mismatch,My final marks seem incorrect in Math.,In Progress,5,STD33474,Mechanical Engineering,2nd,FAC19719,Mechanical Engineering,,,False,0.0,,False,
512,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,12,STD57541,Electrical Engineering,2nd,FAC44334,Computer Science,,,False,0.0,,False,
513,Incorrect Calculation,There appears to be a calculation error in my GPA.,Pending,0,STD98224,Computer Science,1st,FAC33348,Mechanical Engineering,,,False,0.0,,False,
514,Absentee Error,I was marked absent for Exam despite attending.,Resolved,4,STD94632,Computer Science,4th,FAC98498,Electrical Engineering,,,False,0.0,,False,
515,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,4,STD91912,Computer Science,3rd,FAC77852,Mechanical Engineering,,,False,0.0,,False,
516,Marks Mismatch,My final marks seem incorrect in Chemistry.,In Progress,6,STD45076,Mechanical Engineering,4th,FAC75028,Business,,,False,0.0,,False,
517,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,6,STD31751,Mechanical Engineering,3rd,FAC41793,Mechanical Engineering,,,False,0.0,,False,
518,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD41394,Electrical Engineering,2nd,FAC98653,Electrical Engineering,,,False,0.0,,False,
519,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,7,STD54545,Electrical Engineering,3rd,FAC95163,Mechanical Engineering,,,False,0.0,,False,
520,Marks Mismatch,My midterm marks seem incorrect in Math.,In Progress,5,STD42399,Computer Science,1st,FAC89200,Mechanical Engineering,,,False,0.0,,False,
521,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD71055,Mechanical Engineering,3rd,FAC38736,Computer Science,,,False,0.0,,False,
522,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,2,STD86745,Computer Science,1st,FAC90317,Electrical Engineering,,,False,0.0,,False,
523,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,2,STD39041,Mechanical Engineering,3rd,FAC14252,Mechanical Engineering,,,False,0.0,,False,
524,Missing Grade,My grade for Course Y is missing in the portal.,In Progress,3,STD30539,Electrical Engineering,1st,FAC52053,Computer Science,,,False,0.0,,False,
525,Marks Mismatch,My midterm marks seem incorrect in Math.,Pending,0,STD28101,Computer Science,2nd,FAC24788,Electrical Engineering,,,False,0.0,,False,
526,Marks Mismatch,My final marks seem incorrect in Chemistry.,Pending,0,STD91706,Electrical Engineering,4th,FAC49315,Computer Science,,,False,0.0,,False,
527,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD84684,Mechanical Engineering,1st,FAC78548,Mechanical Engineering,,,False,0.0,,False,
528,Marks Mismatch,My final marks seem incorrect in Chemistry.,Pending,0,STD79651,Electrical Engineering,1st,FAC16969,Electrical Engineering,,,False,0.0,,False,
529,Missing Grade,My grade for Course X is missing in the portal.,Resolved,12,STD47352,Computer Science,4th,FAC53887,Computer Science,,,False,0.0,,False,
530,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD83082,Computer Science,1st,FAC55342,Mechanical Engineering,,,False,0.0,,False,
531,Missing Grade,My grade for Course Y is missing in the portal.,In Progress,4,STD53305,Computer Science,4th,FAC96308,Computer Science,,,False,0.0,,False,
532,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD39178,Business,2nd,FAC67125,Computer Science,,,False,0.0,,False,
533,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,6,STD98850,Electrical Engineering,1st,FAC76015,Computer Science,,,False,0.0,,False,
534,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD21332,Business,1st,FAC48870,Mechanical Engineering,,,False,0.0,,False,
535,Absentee Error,I was marked absent for Exam despite attending.,Resolved,13,STD84589,Mechanical Engineering,2nd,FAC18294,Electrical Engineering,,,False,0.0,,False,
536,Incorrect Calculation,There appears to be a calculation error in my GPA.,In Progress,6,STD35515,Mechanical Engineering,4th,FAC20293,Computer Science,,,False,0.0,,False,
537,Absentee Error,I was marked absent for Exam despite attending.,Resolved,6,STD12884,Mechanical Engineering,1st,FAC49759,Electrical Engineering,,,False,0.0,,False,
538,Marks Mismatch,My quiz marks seem incorrect in Physics.,In Progress,3,STD37600,Computer Science,2nd,FAC87729,Business,,,False,0.0,,False,
539,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,5,STD85306,Computer Science,4th,FAC11257,Electrical Engineering,,,False,0.0,,False,
540,Incorrect Calculation,There appears to be a calculation error in my GPA.,In Progress,4,STD99053,Electrical Engineering,4th,FAC52739,Computer Science,,,False,0.0,,False,
541,Marks Mismatch,My quiz marks seem incorrect in Physics.,In Progress,5,STD37645,Electrical Engineering,1st,FAC85987,Electrical Engineering,,,False,0.0,,False,
542,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Pending,0,STD58193,Electrical Engineering,2nd,FAC30507,Mechanical Engineering,,,False,0.0,,False,
543,Absentee Error,I was marked absent for Lab despite attending.,In Progress,3,STD86693,Computer Science,1st,FAC89687,Business,,,False,0.0,,False,
544,Marks Mismatch,My quiz marks seem incorrect in Physics.,In Progress,5,STD25077,Mechanical Engineering,3rd,FAC63978,Computer Science,,,False,0.0,,False,
545,Missing Grade,My grade for Course X is missing in the portal.,Resolved,13,STD20355,Computer Science,2nd,FAC34299,Electrical Engineering,,,False,0.0,,False,
546,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,In Progress,3,STD36896,Computer Science,2nd,FAC76145,Electrical Engineering,,,False,0.0,,False,
547,Absentee Error,I was marked absent for Lab despite attending.,In Progress,6,STD98500,Mechanical Engineering,1st,FAC40598,Business,,,False,0.0,,False,
548,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,13,STD34192,Electrical Engineering,3rd,FAC10894,Business,,,False,0.0,,False,
549,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,5,STD53446,Computer Science,2nd,FAC62412,Computer Science,,,False,0.0,,False,
550,Absentee Error,I was marked absent for Lab despite attending.,In Progress,5,STD18286,Electrical Engineering,2nd,FAC25996,Computer Science,,,False,0.0,,False,
551,Marks Mismatch,My final marks seem incorrect in Physics.,Pending,0,STD14518,Electrical Engineering,3rd,FAC52548,Computer Science,,,False,0.0,,False,
552,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,8,STD70980,Computer Science,4th,FAC52598,Business,,,False,0.0,,False,
553,Absentee Error,I was marked absent for Lab despite attending.,In Progress,6,STD19733,Electrical Engineering,2nd,FAC39449,Business,,,False,0.0,,False,
554,Absentee Error,I was marked absent for Lab despite attending.,Resolved,12,STD29865,Electrical Engineering,3rd,FAC33610,Mechanical Engineering,,,False,0.0,,False,
555,Absentee Error,I was marked absent for Lab despite attending.,Resolved,3,STD81081,Electrical Engineering,1st,FAC83587,Mechanical Engineering,,,False,0.0,,False,
