Complaint ID,Complaint Type,Complaint Text,Complaint Status,Complaint Resolution Time,Student ID,Student Program,Student Year,Faculty ID,Faculty Department,Predicted Complaint Type,Predicted Priority,Duplicate Flag,SLA Risk Score,Recommended Action,Anomaly Flag,Explanation,Resolution Description,Faculty Response Time,Student Satisfaction Score
611,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,5,STD65616,Computer Science,2nd,FAC70906,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,1,1
612,Absentee Error,I was marked absent for Lab despite attending.,Resolved,6,STD35510,Mechanical Engineering,1st,FAC95399,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,3,3
613,Absentee Error,I was marked absent for Lab despite attending.,Resolved,3,STD56687,Electrical Engineering,4th,FAC84725,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,4,4
614,Absentee Error,I was marked absent for Exam despite attending.,Resolved,13,STD95907,Business,1st,FAC12323,Business,,,False,0.0,,False,,Verified attendance records and updated status.,4,3
615,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,5,STD49889,Computer Science,2nd,FAC71286,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,3,2
616,Absentee Error,I was marked absent for Lab despite attending.,Resolved,8,STD18738,Electrical Engineering,1st,FAC52228,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,3,5
618,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,8,STD78316,Computer Science,2nd,FAC53644,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,1,5
619,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,5,STD71560,Electrical Engineering,1st,FAC47127,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,4,2
620,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,3,STD18244,Computer Science,2nd,FAC88454,Business,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,3,2
623,Missing Grade,My grade for Course X is missing in the portal.,Resolved,7,STD50094,Business,4th,FAC34945,Mechanical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,1,5
624,Absentee Error,I was marked absent for Lab despite attending.,Resolved,6,STD99685,Business,1st,FAC85035,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,1,1
626,Missing Grade,My grade for Course X is missing in the portal.,Resolved,13,STD60315,Business,2nd,FAC61255,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,5,4
627,Absentee Error,I was marked absent for Exam despite attending.,Resolved,1,STD64774,Electrical Engineering,3rd,FAC86270,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,4,5
629,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,10,STD18023,Electrical Engineering,3rd,FAC73263,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,1,3
630,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,5,STD77760,Computer Science,3rd,FAC51696,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,6,5
631,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,12,STD67951,Computer Science,2nd,FAC97057,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,1,5
632,Absentee Error,I was marked absent for Exam despite attending.,Resolved,8,STD39028,Mechanical Engineering,2nd,FAC37699,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,3,5
633,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,4,STD80890,Business,2nd,FAC52606,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with attendance records,4,2
634,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,12,STD88862,Computer Science,4th,FAC86259,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,1,1
641,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,9,STD61471,Electrical Engineering,1st,FAC57914,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,1,4
642,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,11,STD88747,Electrical Engineering,3rd,FAC19779,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,4,1
643,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,7,STD17770,Mechanical Engineering,3rd,FAC32923,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,3,3
647,Absentee Error,I was marked absent for Lab despite attending.,Resolved,7,STD63307,Computer Science,3rd,FAC53576,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,3,5
651,Absentee Error,I was marked absent for Exam despite attending.,Resolved,10,STD78576,Computer Science,2nd,FAC34006,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,3,1
654,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,2,STD17152,Electrical Engineering,3rd,FAC41013,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with attendance records,5,3
658,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,9,STD43384,Electrical Engineering,2nd,FAC50243,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,4,4
659,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,1,STD86303,Business,2nd,FAC87138,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,4,3
660,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,11,STD69160,Electrical Engineering,1st,FAC13602,Computer Science,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,1,3
662,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,11,STD82729,Electrical Engineering,2nd,FAC34070,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,6,5
663,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,2,STD78828,Mechanical Engineering,3rd,FAC28270,Electrical Engineering,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,5,2
664,Missing Grade,My grade for Course X is missing in the portal.,Resolved,3,STD67371,Computer Science,2nd,FAC79051,Mechanical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,2,2
666,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,13,STD41612,Computer Science,1st,FAC14832,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,5,3
667,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,6,STD39376,Electrical Engineering,1st,FAC71675,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,2,4
668,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,6,STD84724,Electrical Engineering,2nd,FAC70832,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,3,3
669,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,2,STD15069,Electrical Engineering,2nd,FAC29524,Computer Science,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,4,4
671,Missing Grade,My grade for Course X is missing in the portal.,Resolved,9,STD62578,Business,2nd,FAC45222,Mechanical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,4,4
672,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,11,STD62654,Computer Science,4th,FAC55755,Business,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,6,3
673,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,6,STD98774,Computer Science,3rd,FAC55921,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,2,1
676,Absentee Error,I was marked absent for Exam despite attending.,Resolved,5,STD75822,Electrical Engineering,1st,FAC32267,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,2,1
677,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,8,STD97280,Computer Science,3rd,FAC26594,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with attendance records,6,3
679,Absentee Error,I was marked absent for Exam despite attending.,Resolved,8,STD40398,Mechanical Engineering,4th,FAC12636,Business,,,False,0.0,,False,,Verified attendance records and updated status.,6,1
680,Missing Grade,My grade for Course X is missing in the portal.,Resolved,12,STD97184,Electrical Engineering,4th,FAC86163,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,5,2
681,Absentee Error,I was marked absent for Exam despite attending.,Resolved,3,STD65621,Computer Science,2nd,FAC45105,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,6,4
682,Absentee Error,I was marked absent for Lab despite attending.,Resolved,13,STD43826,Computer Science,2nd,FAC12213,Business,,,False,0.0,,False,,Verified attendance records and updated status.,1,5
684,Missing Grade,My grade for Course X is missing in the portal.,Resolved,13,STD89476,Computer Science,3rd,FAC37952,Mechanical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,4,1
685,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,11,STD89624,Computer Science,3rd,FAC63036,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,3,3
686,Absentee Error,I was marked absent for Lab despite attending.,Resolved,1,STD91755,Electrical Engineering,4th,FAC82286,Business,,,False,0.0,,False,,Verified attendance records and updated status.,1,5
687,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,1,STD34061,Computer Science,2nd,FAC18161,Computer Science,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,3,1
688,Missing Grade,My grade for Course X is missing in the portal.,Resolved,7,STD91143,Mechanical Engineering,1st,FAC23016,Mechanical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,6,3
689,Absentee Error,I was marked absent for Exam despite attending.,Resolved,6,STD81920,Electrical Engineering,4th,FAC73705,Business,,,False,0.0,,False,,Verified attendance records and updated status.,4,2
690,Absentee Error,I was marked absent for Exam despite attending.,Resolved,10,STD53390,Business,2nd,FAC79870,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,4,3
691,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,7,STD88626,Electrical Engineering,1st,FAC10185,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,6,2
692,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,4,STD88895,Computer Science,2nd,FAC52166,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,3,1
696,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,13,STD86313,Electrical Engineering,4th,FAC41658,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,5,1
697,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,9,STD81624,Computer Science,1st,FAC67651,Mechanical Engineering,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,6,1
699,Absentee Error,I was marked absent for Lab despite attending.,Resolved,8,STD30210,Computer Science,1st,FAC21069,Business,,,False,0.0,,False,,Verified attendance records and updated status.,6,5
702,Absentee Error,I was marked absent for Lab despite attending.,Resolved,9,STD46795,Electrical Engineering,1st,FAC31226,Business,,,False,0.0,,False,,Verified attendance records and updated status.,1,4
705,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,2,STD12739,Mechanical Engineering,1st,FAC85044,Computer Science,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,6,1
708,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,3,STD93348,Computer Science,2nd,FAC65838,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,2,5
710,Absentee Error,I was marked absent for Lab despite attending.,Resolved,3,STD26225,Electrical Engineering,1st,FAC73894,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,2,1
711,Absentee Error,I was marked absent for Exam despite attending.,Resolved,2,STD44620,Mechanical Engineering,2nd,FAC26179,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,1,4
713,Absentee Error,I was marked absent for Lab despite attending.,Resolved,3,STD84213,Computer Science,4th,FAC89428,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,5,3
714,Absentee Error,I was marked absent for Lab despite attending.,Resolved,5,STD65989,Electrical Engineering,3rd,FAC61325,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,2,4
716,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,12,STD20646,Business,3rd,FAC55918,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,1,2
718,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,6,STD78345,Computer Science,2nd,FAC91306,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,4,3
719,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,11,STD92263,Computer Science,3rd,FAC40780,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,1,2
721,Absentee Error,I was marked absent for Exam despite attending.,Resolved,7,STD42410,Electrical Engineering,4th,FAC61949,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,1,5
722,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,12,STD57737,Electrical Engineering,1st,FAC66462,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with attendance records,6,5
723,Absentee Error,I was marked absent for Exam despite attending.,Resolved,5,STD27881,Electrical Engineering,4th,FAC71019,Business,,,False,0.0,,False,,Verified attendance records and updated status.,4,4
725,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,3,STD76773,Computer Science,3rd,FAC99493,Business,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,3,1
726,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,9,STD19813,Computer Science,1st,FAC73023,Mechanical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,5,3
728,Absentee Error,I was marked absent for Lab despite attending.,Resolved,2,STD87684,Computer Science,1st,FAC43511,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,2,5
730,Absentee Error,I was marked absent for Exam despite attending.,Resolved,2,STD84666,Computer Science,4th,FAC29260,Business,,,False,0.0,,False,,Verified attendance records and updated status.,3,2
732,Absentee Error,I was marked absent for Lab despite attending.,Resolved,7,STD31285,Business,1st,FAC89166,Business,,,False,0.0,,False,,Verified attendance records and updated status.,2,1
733,Absentee Error,I was marked absent for Lab despite attending.,Resolved,8,STD75461,Electrical Engineering,2nd,FAC41501,Business,,,False,0.0,,False,,Verified attendance records and updated status.,6,1
736,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,1,STD61075,Electrical Engineering,4th,FAC10623,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,4,4
737,Absentee Error,I was marked absent for Lab despite attending.,Resolved,6,STD87614,Electrical Engineering,1st,FAC22728,Business,,,False,0.0,,False,,Verified attendance records and updated status.,4,4
738,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,9,STD75213,Electrical Engineering,2nd,FAC49858,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,2,1
740,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,8,STD88828,Mechanical Engineering,4th,FAC29829,Electrical Engineering,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,3,1
742,Missing Grade,My grade for Course X is missing in the portal.,Resolved,10,STD50794,Mechanical Engineering,1st,FAC55621,Mechanical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,6,5
744,Missing Grade,My grade for Course X is missing in the portal.,Resolved,3,STD71199,Computer Science,1st,FAC76593,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,1,2
745,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,1,STD13081,Computer Science,3rd,FAC14847,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,5,2
746,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,6,STD62050,Electrical Engineering,1st,FAC68377,Mechanical Engineering,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,3,4
749,Absentee Error,I was marked absent for Lab despite attending.,Resolved,1,STD76148,Computer Science,2nd,FAC79154,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,5,5
755,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,11,STD47813,Business,4th,FAC49616,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,1,4
756,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,1,STD20403,Business,3rd,FAC80257,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,6,4
757,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,11,STD87099,Electrical Engineering,2nd,FAC14935,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,4,5
758,Missing Grade,My grade for Course X is missing in the portal.,Resolved,5,STD97061,Computer Science,1st,FAC80570,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,1,2
763,Absentee Error,I was marked absent for Lab despite attending.,Resolved,11,STD68623,Computer Science,3rd,FAC20190,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,1,2
765,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,1,STD41451,Electrical Engineering,1st,FAC45278,Mechanical Engineering,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,1,3
766,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,8,STD43614,Electrical Engineering,2nd,FAC40339,Mechanical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,5,2
767,Absentee Error,I was marked absent for Lab despite attending.,Resolved,3,STD75482,Computer Science,1st,FAC17422,Business,,,False,0.0,,False,,Verified attendance records and updated status.,6,1
769,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,10,STD37767,Computer Science,1st,FAC60076,Computer Science,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,3,5
770,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,9,STD57732,Mechanical Engineering,2nd,FAC17179,Mechanical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,6,3
772,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,8,STD66649,Electrical Engineering,4th,FAC73011,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,5,4
773,Absentee Error,I was marked absent for Lab despite attending.,Resolved,2,STD14827,Electrical Engineering,1st,FAC49211,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,6,2
778,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,6,STD92054,Computer Science,4th,FAC80996,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,5,2
779,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,10,STD44424,Mechanical Engineering,2nd,FAC38876,Business,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,1,4
780,Absentee Error,I was marked absent for Exam despite attending.,Resolved,1,STD59365,Computer Science,1st,FAC85316,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,2,4
782,Missing Grade,My grade for Course X is missing in the portal.,Resolved,7,STD76317,Business,4th,FAC47595,Mechanical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,4,2
785,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,8,STD10987,Computer Science,3rd,FAC24729,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,4,5
788,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,8,STD29099,Mechanical Engineering,1st,FAC56017,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,5,4
791,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,10,STD91475,Computer Science,1st,FAC25475,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,2,1
792,Absentee Error,I was marked absent for Exam despite attending.,Resolved,8,STD93915,Electrical Engineering,2nd,FAC15954,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,2,4
796,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,6,STD33046,Electrical Engineering,2nd,FAC78799,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,6,2
800,Missing Grade,My grade for Course X is missing in the portal.,Resolved,3,STD60210,Mechanical Engineering,4th,FAC51505,Mechanical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,4,5
802,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,9,STD11923,Computer Science,4th,FAC50410,Business,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,6,3
803,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,4,STD65284,Electrical Engineering,1st,FAC32789,Business,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,1,2
804,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,10,STD18189,Mechanical Engineering,1st,FAC88377,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,3,2
805,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,13,STD70595,Computer Science,4th,FAC44501,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,4,3
810,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,2,STD82702,Business,4th,FAC40514,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,2,2
812,Absentee Error,I was marked absent for Exam despite attending.,Resolved,9,STD38664,Computer Science,1st,FAC41381,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,3,3
815,Absentee Error,I was marked absent for Exam despite attending.,Resolved,2,STD33365,Computer Science,3rd,FAC61345,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,4,5
820,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,7,STD93936,Business,4th,FAC44593,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,1,2
821,Absentee Error,I was marked absent for Lab despite attending.,Resolved,2,STD18035,Electrical Engineering,4th,FAC40646,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,1,5
822,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,2,STD70182,Electrical Engineering,3rd,FAC92515,Mechanical Engineering,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,3,1
823,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,7,STD11599,Business,2nd,FAC39701,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,2,1
824,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,13,STD31414,Electrical Engineering,1st,FAC26693,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,5,5
825,Absentee Error,I was marked absent for Exam despite attending.,Resolved,2,STD32847,Computer Science,3rd,FAC44465,Business,,,False,0.0,,False,,Verified attendance records and updated status.,6,5
827,Absentee Error,I was marked absent for Lab despite attending.,Resolved,9,STD99383,Computer Science,1st,FAC54616,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,4,3
829,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,5,STD39600,Computer Science,2nd,FAC14344,Computer Science,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,6,4
830,Absentee Error,I was marked absent for Lab despite attending.,Resolved,4,STD84207,Computer Science,2nd,FAC16236,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,1,4
832,Missing Grade,My grade for Course X is missing in the portal.,Resolved,10,STD11800,Electrical Engineering,3rd,FAC97699,Computer Science,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,6,5
833,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,8,STD58841,Business,2nd,FAC84694,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,1,3
834,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,12,STD24173,Electrical Engineering,3rd,FAC79815,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,1,4
836,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,8,STD23837,Electrical Engineering,3rd,FAC77443,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,5,1
838,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,8,STD89899,Computer Science,1st,FAC88692,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,4,3
839,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,6,STD62760,Computer Science,1st,FAC12813,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,5,1
844,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,10,STD73952,Computer Science,1st,FAC54426,Computer Science,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,6,1
846,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,3,STD76278,Electrical Engineering,1st,FAC16305,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,6,5
848,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,12,STD85482,Computer Science,4th,FAC39218,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,6,4
850,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,12,STD12953,Business,2nd,FAC43255,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,4,4
852,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,10,STD55451,Electrical Engineering,3rd,FAC30290,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,1,4
853,Absentee Error,I was marked absent for Lab despite attending.,Resolved,11,STD38908,Business,1st,FAC42542,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,6,2
854,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,8,STD77715,Business,4th,FAC43465,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,3,4
855,Absentee Error,I was marked absent for Lab despite attending.,Resolved,6,STD89217,Electrical Engineering,1st,FAC96604,Business,,,False,0.0,,False,,Verified attendance records and updated status.,2,3
857,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,3,STD34766,Computer Science,2nd,FAC40891,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,4,1
858,Absentee Error,I was marked absent for Lab despite attending.,Resolved,9,STD57682,Mechanical Engineering,4th,FAC93864,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,4,2
859,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,10,STD69913,Mechanical Engineering,3rd,FAC64909,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,3,1
862,Absentee Error,I was marked absent for Exam despite attending.,Resolved,11,STD72204,Electrical Engineering,1st,FAC58323,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,4,4
864,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,10,STD85422,Mechanical Engineering,3rd,FAC77543,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,4,3
865,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,8,STD40654,Computer Science,1st,FAC34021,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,2,1
867,Absentee Error,I was marked absent for Exam despite attending.,Resolved,3,STD80616,Business,1st,FAC82111,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,6,1
869,Absentee Error,I was marked absent for Exam despite attending.,Resolved,1,STD61116,Mechanical Engineering,3rd,FAC54646,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,2,3
870,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,1,STD74433,Electrical Engineering,3rd,FAC28098,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,2,1
872,Absentee Error,I was marked absent for Exam despite attending.,Resolved,4,STD82394,Computer Science,2nd,FAC35625,Business,,,False,0.0,,False,,Verified attendance records and updated status.,6,3
